SPFF-0319,20230815,sp5z/p,65
SPFF-0319,20230814,sp5z/p,101
SPFF-0319,20230814,sp5zim/p,72
SPFF-0319,20210912,sq8jcb/p,49
SPFF-0319,20210911,sq8jcb/p,56
SPFF-0319,20210910,sp5uud/p,140
SPFF-0319,20210910,sp5xty/p,105
SPFF-0319,20200215,sp5uud/p,127
SPFF-0319,20200215,sp5zim/p,63
SPFF-0319,20180609,sq1gu/p,58
SPFF-0319,20170727,sp2sv,79
SPFF-0319,20170727,sp5uud/p,49
SPFF-0319,20161106,sp9yff/2,211
SPFF-0319,20160917,sp5kd/p,126
SPFF-0319,20160917,sp5zim/p,114
SPFF-0319,20150711,sp7wlu/p,91
SPFF-0319,20100825,hf25nhv/ff,92
SPFF-0319,20100824,hf25nhv/ff,132
