SPFF-0455,20180830,sp5kd/p,70
SPFF-0455,20180830,sp5z/p,63
SPFF-0455,20180830,sp5zim/p,49
SPFF-0455,20180811,sp5ejg/p,111
SPFF-0455,20180630,sp2sv,109
SPFF-0455,20180630,sp2ymx,60
SPFF-0455,20170801,sp5kd/p,46
SPFF-0455,20170801,sp5z/p,46
SPFF-0455,20170801,sp5zim/p,45
SPFF-0455,20161017,sp5kd/p,52
SPFF-0455,20161017,sp5zim/p,162
SPFF-0455,20160623,sp4shw/p,47
SPFF-0455,20160620,sp5uud/p,107
SPFF-0455,20160620,sp5zim/p,43
SPFF-0455,20150614,sp5zim/p,194
SPFF-0455,20120429,sp9yff/4,388
SPFF-0455,20100912,hf2010fc/p,17
