SPFF-0081,20221224,sq9lom/p,105
SPFF-0081,20220201,sq9mdf/p,116
SPFF-0081,20211127,sq9mdf/p,167
SPFF-0081,20201015,sq9lom/p,113
SPFF-0081,20180721,so9ewj,65
SPFF-0081,20180721,sq9kpk/p,53
SPFF-0081,20160820,sq9kpk/p,60
SPFF-0081,20160325,sp5uud/p,75
SPFF-0081,20150621,sp9yff,122
SPFF-0081,20150620,sp9yff,10
SPFF-0081,20150620,sp9yff/p,248
SPFF-0081,20130206,sp9yff/p,170
SPFF-0081,20120809,sp5es,72
SPFF-0081,20110321,sp9gfi/p,102
SPFF-0081,20110321,sp9hty/p,53
SPFF-0081,20110321,sq9iws/p,45
SPFF-0081,20100807,sq9lom/p,144
SPFF-0081,20100605,sp9gfi/p,131
SPFF-0081,20100605,sp9hty/p,99
SPFF-0081,20100604,sp9hty/p,11
SPFF-0081,20100603,sp9hty/p,16
SPFF-0081,20091206,sq9lom/p,171
