SPFF-0589,20240321,sp5du/p,123
SPFF-0589,20220806,sq8jcb/p,107
SPFF-0589,20211231,sp5xty/p,105
SPFF-0589,20210607,sp5uud/p,103
SPFF-0589,20210607,sp5x/p,60
SPFF-0589,20210607,sp5zim/p,50
SPFF-0589,20210214,sp5xty/p,105
SPFF-0589,20200628,sq5wh/p,155
SPFF-0589,20200606,sp5te/p,37
SPFF-0589,20200423,sq8hnb/p,64
SPFF-0589,20200418,sq8hnb/p,98
SPFF-0589,20200321,sq8jcb/p,113
SPFF-0589,20200116,so5cal/p,100
SPFF-0589,20200104,sp5kd/p,68
SPFF-0589,20200104,sp5z/p,138
SPFF-0589,20200104,sp5zim/p,47
SPFF-0589,20190825,sp5uud/p,63
SPFF-0589,20190825,sp5x/p,106
SPFF-0589,20190825,sp5zim/p,54
SPFF-0589,20190811,sq8jcb/p,111
SPFF-0589,20190610,sp7mjx/p,82
SPFF-0589,20190512,sp5te,83
SPFF-0589,20190511,sp5te,35
SPFF-0589,20190509,so5hme/p,4
SPFF-0589,20180502,sp5ejg/p,190
SPFF-0589,20180501,sq8jcb/p,57
SPFF-0589,20170701,sn0wff,146
SPFF-0589,20170430,sp5uud/p,54
SPFF-0589,20170207,sp5kd/p,116
SPFF-0589,20170207,sp5zim/p,96
SPFF-0589,20161123,so5cal/p,22
SPFF-0589,20161123,sp5qaz/p,47
SPFF-0589,20160704,sp5uud/p,70
SPFF-0589,20160417,sq8jcb/p,198
SPFF-0589,20160214,sn0wff,203
SPFF-0589,20160214,sp5c/p,109
SPFF-0589,20160123,sp500yff,210
SPFF-0589,20150830,sp7mjx/p,11
SPFF-0589,20150829,sp7mjx/p,20
SPFF-0589,20150721,sp5fhf/p,110
SPFF-0589,20150704,sp8p/p,87
SPFF-0589,20150512,sp5zim/p,138
SPFF-0589,20131012,sq8jcb/p,126
SPFF-0589,20130908,sp0cff,39
SPFF-0589,20130901,sq8jcb/p,230
SPFF-0589,20130505,sp5es,63
SPFF-0589,20120817,sp0cff,133
SPFF-0589,20120816,sp0cff,100
SPFF-0589,20120816,sp5es,100
SPFF-0589,20110926,sp5es,65
SPFF-0589,20110925,sp5es,19
SPFF-0589,20110924,sp5es,86
SPFF-0589,20110911,sp5es,167
SPFF-0589,20110518,sp5es,72
SPFF-0589,20110326,sp0cff,260
