SPFF-0222,20200702,sp5uud/p,110
SPFF-0222,20200702,sp5zim/p,64
SPFF-0222,20180103,sp2sv,80
SPFF-0222,20180103,sp2ymx,46
SPFF-0222,20150803,sp9yff/4,154
SPFF-0222,20120715,sp0cff,21
SPFF-0222,20120715,sp2fap,157
SPFF-0222,20120715,sp4kdx,18
SPFF-0222,20120714,sp2fap,152
SPFF-0222,20120714,sp4kdx,8
SPFF-0222,20110923,3z176dorr,1
SPFF-0222,20110922,3z176dorr,2
SPFF-0222,20110114,sp0cff,3
SPFF-0222,20110109,sp0cff,1
SPFF-0222,20100901,sp0cff,1
SPFF-0222,20100826,sp0cff,1
SPFF-0222,20100809,sp0cff,1
SPFF-0222,20100807,sp0cff,2
SPFF-0222,20100727,sp0cff,1
SPFF-0222,20100726,sp0cff,9
SPFF-0222,20100725,sp0cff,4
SPFF-0222,20100724,sp0cff,2
SPFF-0222,20100723,sp0cff,4
SPFF-0222,20100722,sp0cff,6
SPFF-0222,20100721,sp0cff,12
SPFF-0222,20100720,sp0cff,5
