SPFF-0508,20210626,sq7rf,15
SPFF-0508,20210511,sq7rf,91
SPFF-0508,20191017,sq7woj/p,96
SPFF-0508,20190901,sq7woj/p,124
SPFF-0508,20190604,sq7woj/p,48
SPFF-0508,20190526,sq7woj/p,65
SPFF-0508,20190519,sq7woj/p,115
SPFF-0508,20190414,sq7woj/p,132
SPFF-0508,20190331,sq7woj/p,102
SPFF-0508,20181106,3z5a,109
SPFF-0508,20180728,sq7woj/p,36
SPFF-0508,20180727,sq7woj/p,72
SPFF-0508,20180430,sq7m/p,103
SPFF-0508,20170217,sp5uud/p,114
SPFF-0508,20170217,sp5zim/p,111
SPFF-0508,20150824,sp7pcz/p,125
SPFF-0508,20150612,sp0cff/p,123
SPFF-0508,20150516,sp7pcz/p,136
SPFF-0508,20140611,sp7mjx/7,56
SPFF-0508,20120513,sp5fhf/p,285
SPFF-0508,20110501,sp5bhy/p,140
SPFF-0508,20110501,sp5ixs/p,151
SPFF-0508,20110501,sp7mjx,74
