spff,dzien,znak,qsos
SPFF-0001,20230521,sq9mdf/p,118
SPFF-0001,20220713,sp9wpn/p,8
SPFF-0001,20220625,sq9mdf/p,116
SPFF-0001,20201003,sq9mdf/p,33
SPFF-0001,20201002,sq9mdf/p,70
SPFF-0001,20161005,sq9kpk,41
SPFF-0001,20140920,sp9mry,15
SPFF-0001,20140920,sp9pgb/p,55
SPFF-0001,20120526,sp9yff/p,329
SPFF-0001,20110310,sq9niu/p,81
SPFF-0001,20110309,sq9niu/p,23
SPFF-0001,20110308,sq9niu/p,120
SPFF-0001,20101107,sp9ewm,101
SPFF-0001,20101106,sp9ewm,2
SPFF-0001,20101105,sp9ewm,6
SPFF-0001,20101104,sp9ewm,3
SPFF-0001,20101103,sp9ewm,4
SPFF-0001,20101102,sp9ewm,1
SPFF-0001,20101101,sp9ewm,5
SPFF-0001,20101031,sp9ewm,54
SPFF-0001,20101030,sp9ewm,24
SPFF-0001,20100915,sp9ewm,2
SPFF-0001,20100911,sp9ewm,3
SPFF-0001,20100909,sp9ewm,2
SPFF-0001,20100828,sq9niu/p,53
SPFF-0001,20100808,sq9niu/p,17
SPFF-0001,20100613,sp9ewm,9
SPFF-0001,20100531,sp9ewm,4
SPFF-0001,20100515,sp9ewm,5
SPFF-0001,20100514,sp9ewm,1
SPFF-0001,20100423,sp9ewm,20
SPFF-0001,20091008,sp9ewm,100
SPFF-0001,20091007,sp9ewm,75
SPFF-0001,20091006,sp9ewm,9
SPFF-0001,20091005,sp9ewm,6
SPFF-0001,20090802,sp9ewm,1
SPFF-0001,20090613,sp9ewm,1
SPFF-0002,20190505,sp5zim/p,56
SPFF-0002,20190504,sp5buj/p,54
SPFF-0002,20171231,sp5uud/p,120
SPFF-0002,20161205,sp9yff/8,258
SPFF-0002,20160604,sn0wff,339
SPFF-0002,20160203,sp5c/p,201
SPFF-0002,20120909,sp4wrz,62
SPFF-0002,20120831,sp4wrz,35
SPFF-0002,20120829,sp4wrz,14
SPFF-0002,20120826,sp4wrz,43
SPFF-0002,20120825,sp4wrz,9
SPFF-0002,20120805,sp4wrz,4
SPFF-0002,20120804,sp4wrz,9
SPFF-0002,20120731,sp4wrz,6
SPFF-0002,20120728,sp4wrz,9
SPFF-0002,20120722,sp4wrz,5
SPFF-0002,20120715,sp4wrz,23
SPFF-0002,20120714,sp4wrz,32
SPFF-0002,20120708,sp4wrz,10
SPFF-0002,20120707,sp4wrz,4
SPFF-0002,20120704,sp4wrz,3
SPFF-0002,20120616,sp4wrz,8
SPFF-0002,20120603,sp4wrz,1
SPFF-0002,20120527,sp4wrz,3
SPFF-0002,20120526,sp2qcs,39
SPFF-0002,20120525,sp2qcs,71
SPFF-0002,20091011,sn0wff,211
SPFF-0002,20091011,sp5x/4,2
SPFF-0002,20091010,sn0wff,1032
SPFF-0002,20091010,sp5x/4,98
SPFF-0002,20091009,sn0wff,1159
SPFF-0002,20091009,sp5x/4,1
SPFF-0002,20091008,sn0wff,441
SPFF-0003,20220726,sp1mvg,130
SPFF-0003,20220619,sp/ly2bis,65
SPFF-0003,20190613,sp2sv,95
SPFF-0003,20180415,sp9yff/4,52
SPFF-0003,20180415,sq4fdk/p,110
SPFF-0003,20180415,sq4jum/p,104
SPFF-0003,20151208,sp5zim/p,233
SPFF-0003,20140803,sp9yff/4,174
SPFF-0003,20120520,sp2qcs,104
SPFF-0003,20110727,sp1qxk/4,6
SPFF-0003,20110726,sp1qxk/4,113
SPFF-0003,20110725,sp1qxk/4,70
SPFF-0003,20110724,sp1qxk/4,65
SPFF-0003,20110723,sp1qxk/4,39
SPFF-0003,20110722,sp1qxk/4,68
SPFF-0003,20110721,sp1qxk/4,1
SPFF-0003,20110720,sp1qxk/4,95
SPFF-0003,20110719,sp1qxk/4,107
SPFF-0003,20110718,sp1qxk/4,6
SPFF-0003,20110717,sp1qxk/4,37
SPFF-0003,20110716,sp1qxk/4,86
SPFF-0003,20110715,sp1qxk/4,9
SPFF-0003,20101112,sp5ikc/4,2
SPFF-0003,20101111,sp5ikc/4,8
SPFF-0003,20090705,sn0wff,238
SPFF-0003,20090704,sn0wff,686
SPFF-0003,20090703,sn0wff,364
SPFF-0004,20230722,sp5xty/p,125
SPFF-0004,20230610,sq9mdf/p,106
SPFF-0004,20230609,sq9mdf/p,115
SPFF-0004,20230608,sq9mdf/p,164
SPFF-0004,20220130,sq9ita/p,105
SPFF-0004,20220129,sq9ita/p,134
SPFF-0004,20181007,sp5zim/p,142
SPFF-0004,20170501,sp9yff/8,132
SPFF-0004,20170430,sp9yff/8,76
SPFF-0004,20151024,sp9yff,133
SPFF-0004,20150705,sp5c/8,12
SPFF-0004,20150704,sp5c/8,25
SPFF-0004,20150703,sp5c/8,41
SPFF-0004,20150702,sp5c/8,94
SPFF-0004,20140720,sq6cu/p,167
SPFF-0004,20140124,sp8bbk/p,81
SPFF-0004,20140123,sp8bbk/p,62
SPFF-0004,20131015,sq5pgj/p,8
SPFF-0004,20131014,sq5pgj/p,10
SPFF-0004,20131013,sq5pgj/p,32
SPFF-0004,20131011,sq5pgj/p,48
SPFF-0004,20130810,sq9lom/p,121
SPFF-0004,20130625,sq9fmu/8,31
SPFF-0004,20130624,sq9fmu/8,19
SPFF-0004,20130623,sq9fmu/8,47
SPFF-0004,20130622,sq9fmu/8,74
SPFF-0004,20130621,sq9fmu/8,2
SPFF-0004,20130620,sq9fmu/8,25
SPFF-0004,20130619,sq9fmu/8,16
SPFF-0004,20120822,sq6cu/8,84
SPFF-0004,20120716,sq5pgj/p,4
SPFF-0004,20120504,sp5es,33
SPFF-0004,20120430,sp5es,51
SPFF-0004,20110918,sn0wff,782
SPFF-0004,20110917,sn0wff,734
SPFF-0004,20110916,sn0wff,718
SPFF-0004,20110811,sp5g/ff,51
SPFF-0004,20110804,sp5g,5
SPFF-0004,20110804,sp5g/ff,68
SPFF-0004,20110706,sp2ca,2
SPFF-0004,20110706,sp2ca/p,159
SPFF-0004,20110706,sp2iu/p,206
SPFF-0004,20110705,sp2ca/p,159
SPFF-0004,20110705,sp2fhs,1
SPFF-0004,20110705,sp2iu/p,58
SPFF-0004,20100908,3z200fc,2
SPFF-0004,20100908,sp2iu/p,122
SPFF-0004,20090614,3z8wff,2
SPFF-0004,20090613,3z8wff,15
SPFF-0004,20090612,3z8wff,10
SPFF-0004,20090611,3z8wff,6
SPFF-0005,20230817,sp5z/p,52
SPFF-0005,20230817,sp5zim/p,50
SPFF-0005,20230610,sq2bxi/p,133
SPFF-0005,20190616,sq1gu/p,48
SPFF-0005,20170727,sp2sv,115
SPFF-0005,20170727,sp5uud/p,104
SPFF-0005,20170603,sp2cyk/p,62
SPFF-0005,20170603,sq2eey/p,50
SPFF-0005,20161111,sp9yff/2,215
SPFF-0005,20160916,sp5kd/p,111
SPFF-0005,20150712,sq2oic/p,19
SPFF-0005,20150711,sp7wlu/p,50
SPFF-0005,20150517,sp2kds/2,101
SPFF-0005,20140824,sq5nhj/p,40
SPFF-0005,20140816,sq6cu/2,135
SPFF-0005,20120526,sq2oic/p,104
SPFF-0005,20100612,sp2iu/p,134
SPFF-0005,20100425,sp3zkp/p,13
SPFF-0005,20100424,sp3zkp/p,3
SPFF-0005,20090613,sq5nhj,5
SPFF-0006,20230916,sp1c/p,105
SPFF-0006,20230916,sq1gu/p,104
SPFF-0006,20230809,sp6opz/1,106
SPFF-0006,20210304,sp5uud/p,157
SPFF-0006,20190817,sq3mis/p,100
SPFF-0006,20181116,sp2sv,110
SPFF-0006,20181116,sp2ymx,65
SPFF-0006,20180419,sp5uud/p,113
SPFF-0006,20160629,sp3ea/p,1
SPFF-0006,20160628,sp3ea/p,48
SPFF-0006,20160628,sp3eie/p,42
SPFF-0006,20120923,sp1mvg/1,305
SPFF-0006,20120921,sp2iu/p,114
SPFF-0006,20120720,sn55atr,1
SPFF-0006,20120720,sp2ca/p,200
SPFF-0006,20120527,sq1pto,120
SPFF-0006,20100718,sp/dl5ww/p,95
SPFF-0006,20100403,sp3zkp/p,25
SPFF-0006,20100321,sp3zkp/3,7
SPFF-0007,20230815,sq9lom/p,114
SPFF-0007,20210225,sq9mdf/p,66
SPFF-0007,20210224,sq9mdf/p,68
SPFF-0007,20200714,sq8jcb/p,113
SPFF-0007,20160713,sq6cu/9,47
SPFF-0007,20151004,sp1mvg/9,174
SPFF-0007,20150125,sp9yff/p,403
SPFF-0007,20140216,sp9hty/p,85
SPFF-0007,20111204,sp9hty/p,136
SPFF-0007,20100109,sp9hty/9,3
SPFF-0007,20100104,sp9hty/9,78
SPFF-0007,20090704,3z8wff,4
SPFF-0007,20090703,3z8wff,12
SPFF-0007,20090702,3z8wff,11
SPFF-0008,20240229,sp5du/p,227
SPFF-0008,20230929,sp1mvg/p,167
SPFF-0008,20230422,sq5am,25
SPFF-0008,20220917,so5cal/p,136
SPFF-0008,20211204,sp5uud/p,52
SPFF-0008,20210828,so5cal/p,128
SPFF-0008,20210219,sq8hnb/p,121
SPFF-0008,20201205,sp5xty/p,106
SPFF-0008,20200530,sp5du/p,134
SPFF-0008,20200221,sp5zhh,35
SPFF-0008,20200220,sp5zhh,109
SPFF-0008,20200220,sp5zip,1
SPFF-0008,20200219,sp5zhh,22
SPFF-0008,20200219,sp5zip,15
SPFF-0008,20200219,sq5nbt/5,92
SPFF-0008,20200218,sp5zip,119
SPFF-0008,20200218,sq5nbt/5,7
SPFF-0008,20200217,sp5zip,55
SPFF-0008,20200202,sp5te/p,131
SPFF-0008,20200122,so5cal/p,64
SPFF-0008,20200106,sp5du/p,216
SPFF-0008,20200106,sp5ejg/p,132
SPFF-0008,20200105,sp5gdx,33
SPFF-0008,20191116,3z5a,70
SPFF-0008,20190608,sp5du/p,127
SPFF-0008,20190608,sp9tbt/p,11
SPFF-0008,20190608,sq7woj/p,80
SPFF-0008,20190519,3z5a,105
SPFF-0008,20190503,sp2sv,135
SPFF-0008,20190503,sp2ymx,52
SPFF-0008,20190402,sp5du/p,115
SPFF-0008,20180601,sq7woj/p,72
SPFF-0008,20180429,sq7m/p,109
SPFF-0008,20180406,so5cal/p,45
SPFF-0008,20180406,sp5qaz/p,53
SPFF-0008,20170611,sp5kd,87
SPFF-0008,20170212,sp5uud/p,104
SPFF-0008,20170212,sp5zim/p,114
SPFF-0008,20160910,sp5kog,26
SPFF-0008,20160611,sq8jcb/p,103
SPFF-0008,20160308,sp5kd/p,89
SPFF-0008,20160210,sp5qaz,105
SPFF-0008,20151112,hf0wff,299
SPFF-0008,20150924,sn1944w,166
SPFF-0008,20150801,sn1944w,83
SPFF-0008,20150715,sp7mjx/p,104
SPFF-0008,20140625,sp9yff/7,207
SPFF-0008,20140607,sp8p/p,140
SPFF-0008,20140501,sp5mnc/p,9
SPFF-0008,20140420,sp5mnc/p,29
SPFF-0008,20120429,sp5mnc/p,5
SPFF-0008,20120428,sp5mnc/p,21
SPFF-0008,20111031,sp5x/ff,4
SPFF-0008,20111030,sn0wff,844
SPFF-0008,20111029,sn0wff,1149
SPFF-0008,20111028,sp5x/ff,11
SPFF-0008,20111009,sp5mnc/p,29
SPFF-0008,20110926,sp5cgn/5,30
SPFF-0008,20110416,sq5saa/p,29
SPFF-0008,20110416,sq5stn/p,155
SPFF-0008,20101218,so0fcm/p,214
SPFF-0008,20101118,so0fcm/p,28
SPFF-0008,20101002,hf2010cy,292
SPFF-0008,20101001,hf2010cy,1
SPFF-0008,20090630,3z50kpn,4
SPFF-0008,20090629,3z50kpn,5
SPFF-0008,20090628,3z50kpn,1
SPFF-0008,20090627,3z50kpn,5
SPFF-0008,20090623,3z50kpn,1
SPFF-0008,20090614,3z50kpn,1
SPFF-0008,20090613,3z50kpn,7
SPFF-0008,20090524,3z50kpn,1
SPFF-0008,20090425,3z50kpn,1
SPFF-0008,20090419,3z50kpn,3
SPFF-0008,20090418,3z50kpn,2
SPFF-0008,20090322,3z50kpn,1
SPFF-0008,20090308,3z50kpn,2
SPFF-0008,20090214,3z50kpn,1
SPFF-0008,20090207,3z50kpn,1
SPFF-0009,20211014,sp1mvg/p,168
SPFF-0009,20201211,sq9mdf/p,108
SPFF-0009,20200730,sp6opz/6,184
SPFF-0009,20200609,sq9lom/p,108
SPFF-0009,20161029,sp6drt,17
SPFF-0009,20161028,sp6drt,64
SPFF-0009,20161027,sp6drt,74
SPFF-0009,20160405,sp9yff/p,33
SPFF-0009,20150820,sp5es,145
SPFF-0009,20130929,sq6cu/p,128
SPFF-0009,20130311,sp9yff/6,182
SPFF-0009,20120813,sp/pa3fyg/p,20
SPFF-0009,20120422,sp6fhu/6,23
SPFF-0009,20100409,sp6opz,30
SPFF-0010,20230802,sq2bxi/p,170
SPFF-0010,20221225,so5cal/p,197
SPFF-0010,20221009,sp6f/p,60
SPFF-0010,20220527,sp6f/p,57
SPFF-0010,20211024,sp5uud/p,113
SPFF-0010,20211024,sp5zim/p,115
SPFF-0010,20190815,sp8bbk,133
SPFF-0010,20141003,sq9ozh/p,60
SPFF-0010,20140520,sp5es,51
SPFF-0010,20130730,sp9yff/8,233
SPFF-0010,20111113,sp9yi/9,5
SPFF-0010,20111112,sp9yi/9,18
SPFF-0010,20090823,3z8wff,7
SPFF-0010,20090822,3z8wff,3
SPFF-0010,20090821,3z8wff,20
SPFF-0010,20090820,3z8wff,7
SPFF-0011,20220727,sp1mvg,157
SPFF-0011,20210530,sp5kd/p,106
SPFF-0011,20210530,sp5z/p,116
SPFF-0011,20210530,sp5zim/p,46
SPFF-0011,20170929,sp5uud/p,105
SPFF-0011,20170929,sp5zim/p,101
SPFF-0011,20120524,sp2qcs,57
SPFF-0011,20120523,sp2qcs,52
SPFF-0011,20100613,sn0wff,568
SPFF-0011,20100613,so5um/4,1
SPFF-0011,20100612,sn0wff,917
SPFF-0011,20100612,so5um/4,229
SPFF-0011,20100612,sp5vyi/4,209
SPFF-0011,20100612,sp5x/4,216
SPFF-0011,20100611,so5um/4,502
SPFF-0011,20100611,sp5vyi/4,157
SPFF-0011,20100611,sp5x/4,480
SPFF-0011,20100610,so5um/4,417
SPFF-0011,20100610,sp5vyi/4,23
SPFF-0011,20100610,sp5x/4,99
SPFF-0011,20100418,sp5x/4,3
SPFF-0011,20100417,sp5x/4,174
SPFF-0011,20100416,sp5x/4,5
SPFF-0011,20100415,sp5x/4,1
SPFF-0011,20090823,sn0wff,578
SPFF-0011,20090822,sn0wff,667
SPFF-0011,20090821,sn0wff,1130
SPFF-0011,20090820,sn0wff,283
SPFF-0012,20230422,sp6kmi/p,15
SPFF-0012,20211113,sp3qdx,7
SPFF-0012,20211113,sp3qdx/p,59
SPFF-0012,20211111,sp3qdx/p,46
SPFF-0012,20210810,sp5xty/p,112
SPFF-0012,20201018,sq9mdf/p,109
SPFF-0012,20200314,sq9lom/p,105
SPFF-0012,20160712,sq9lom/p,113
SPFF-0012,20160515,sq9fmu/9,76
SPFF-0012,20160514,sq9fmu/9,80
SPFF-0012,20151020,sp9yff/p,176
SPFF-0012,20140323,sq9lom/p,186
SPFF-0012,20130922,sp9kol/9,45
SPFF-0012,20130921,sp9kol/9,81
SPFF-0012,20130920,sp9kol/9,11
SPFF-0012,20130504,sp8nth/9,30
SPFF-0012,20130503,sp8nth/9,1
SPFF-0012,20110501,sp9gfi/p,134
SPFF-0012,20110501,sp9nis/p,98
SPFF-0012,20110409,sp9yff/p,602
SPFF-0012,20110408,sp9yff/p,106
SPFF-0013,20240310,sq9mdf/p,109
SPFF-0013,20230824,sq2tom/p,47
SPFF-0013,20230502,sp3qdx/p,77
SPFF-0013,20230430,sp3qdx/p,50
SPFF-0013,20190214,sq7m/9,56
SPFF-0013,20190213,sq7m/9,47
SPFF-0013,20181006,sp9yff,109
SPFF-0013,20180815,sq8jcb/p,120
SPFF-0013,20180127,sp9yff/p,109
SPFF-0013,20151005,sp1mvg/9,160
SPFF-0013,20100909,sp9kvz/9,89
SPFF-0013,20100908,sp9kvz/9,82
SPFF-0013,20100813,sp9yff/p,21
SPFF-0013,20100812,sp9yff/p,94
SPFF-0013,20100811,sp9yff/p,76
SPFF-0013,20100810,sp9yff/p,191
SPFF-0013,20100809,sp9yff/p,31
SPFF-0013,20100809,sq5sdd/p,42
SPFF-0013,20100807,sp9yff/p,54
SPFF-0013,20091125,sp9hty/ff,104
SPFF-0013,,sq9mdf/p,1
SPFF-0014,20210416,sq8hnb/p,52
SPFF-0014,20210415,sq8hnb/p,75
SPFF-0014,20180603,sq8jcb/p,80
SPFF-0014,20180503,sn9mt/p,55
SPFF-0014,20180407,sn9mt/p,86
SPFF-0014,20170122,sq8jcb/p,108
SPFF-0014,20161221,sp5uud/p,118
SPFF-0014,20161102,sp9yff/8,225
SPFF-0014,20100822,sn0wff,137
SPFF-0014,20100822,sp5x/ff,4
SPFF-0014,20100821,sn0wff,608
SPFF-0014,20100821,sp5x/ff,161
SPFF-0014,20100820,sn0wff,1103
SPFF-0014,20100820,sp5x/ff,3
SPFF-0014,20100820,sq5q,1
SPFF-0014,20100819,sn0wff,91
SPFF-0014,20100819,sp5vyi/ff,124
SPFF-0014,20100819,sp5x/ff,223
SPFF-0014,20100712,sp2ca/p,141
SPFF-0014,20100712,sp2iu/p,132
SPFF-0015,20240302,sp8qc/p,116
SPFF-0015,20240120,sp8ula/p,15
SPFF-0015,20210821,sq7woj/p,84
SPFF-0015,20200314,sq8hnb/p,148
SPFF-0015,20191015,sp1mvg/p,215
SPFF-0015,20190828,sp8bbk,102
SPFF-0015,20190810,sq9lom/p,114
SPFF-0015,20190607,sq8hnb/p,61
SPFF-0015,20180615,sp5uud/p,104
SPFF-0015,20160324,sp9yff/p,22
SPFF-0015,20150720,sp8p/p,128
SPFF-0015,20140716,sq6cu/8,36
SPFF-0015,20140710,sp9yff/8,186
SPFF-0015,20130704,sp0cff,26
SPFF-0015,20130703,sp0cff,43
SPFF-0015,20130702,sp0cff,36
SPFF-0015,20110720,sq8jcb/p,44
SPFF-0015,20110719,sq8jcb/p,88
SPFF-0015,20090728,sq8jcb/8,24
SPFF-0015,20090727,sq8jcb/8,12
SPFF-0015,20090726,sq8jcb/8,23
SPFF-0015,20090725,sq8jcb/8,1
SPFF-0015,20090724,sq8jcb/8,11
SPFF-0015,20090723,sq8jcb/8,11
SPFF-0015,20090722,sq8jcb/8,13
SPFF-0015,20090721,sq8jcb/8,12
SPFF-0016,20230706,sq2bxi/p,204
SPFF-0016,20210830,sq9lom/p,112
SPFF-0016,20200823,sp1ett/p,116
SPFF-0016,20200823,sp1fm/p,94
SPFF-0016,20200823,sq1gu/p,82
SPFF-0016,20190825,sp1fm/p,61
SPFF-0016,20190825,sq1gu/p,62
SPFF-0016,20180808,sq3mis/p,73
SPFF-0016,20180807,sq3mis/p,43
SPFF-0016,20180603,sp2chy,13
SPFF-0016,20180603,sq2nij,13
SPFF-0016,20180602,sp2chy,38
SPFF-0016,20180602,sp2rvj,1
SPFF-0016,20180602,sq2nij,26
SPFF-0016,20180601,sp2chy,71
SPFF-0016,20180601,sq2nij,4
SPFF-0016,20180507,sp2sv,155
SPFF-0016,20180507,sp2ymx,96
SPFF-0016,20180415,sp5uud/p,107
SPFF-0016,20150817,sp/dl1eko/p,68
SPFF-0016,20150120,sq6cu/2,150
SPFF-0016,20140831,sp5mnc,39
SPFF-0016,20140830,sp5mnc,51
SPFF-0016,20120630,sp/dl5ww/p,106
SPFF-0016,20120504,sp5mnc/2,8
SPFF-0016,20120503,sp5mnc/2,22
SPFF-0016,20120502,sp5mnc/2,9
SPFF-0016,20110707,sq6nda,4
SPFF-0016,20101121,sp1zz/2,27
SPFF-0016,20101120,sp1zz/2,201
SPFF-0016,20101113,sp1zz/2,61
SPFF-0016,20101112,sp1zz/2,272
SPFF-0016,20101111,sp1zz/2,158
SPFF-0016,20101107,sp1zz/2,125
SPFF-0016,20101106,sp1zz/2,66
SPFF-0016,20101105,sp1zz/2,165
SPFF-0016,20100829,sp/dl5ww/p,249
SPFF-0016,20100822,sn2lh,224
SPFF-0016,20100821,sn2lh,297
SPFF-0017,20230718,sq8jcb/p,110
SPFF-0017,20211229,sq9mdf/p,104
SPFF-0017,20200828,sp6gnk/p,10
SPFF-0017,20200518,sp5uud/p,113
SPFF-0017,20180723,sp6gnk/p,52
SPFF-0017,20180722,sp6gnk/p,28
SPFF-0017,20180414,sq9lom/p,111
SPFF-0017,20160722,sq2hcw/p,39
SPFF-0017,20160721,sq2hcw/p,27
SPFF-0017,20160720,sq2hcw/p,2
SPFF-0017,20160719,sq2hcw/p,7
SPFF-0017,20160520,sp6tgi/6,139
SPFF-0017,20150818,sp0wff,104
SPFF-0017,20130425,sp9yff/6,250
SPFF-0017,20120610,sp6ynr/6,139
SPFF-0017,20120609,sp6ynr/6,226
SPFF-0017,20120608,sp6ynr/6,128
SPFF-0017,20111204,sp6eua,2
SPFF-0017,20111204,sp6eua/6,155
SPFF-0017,20111204,sq6ilg/6,4
SPFF-0017,20111204,sq6pld/6,69
SPFF-0017,20111203,sp6eua,1
SPFF-0017,20111203,sp6eua/6,25
SPFF-0017,20111203,sq6ilg/6,6
SPFF-0017,20111203,sq6pld/6,15
SPFF-0017,20100606,sq6ilg/6,12
SPFF-0017,20100605,sq6ilg/6,35
SPFF-0018,20240318,sn9mt,13
SPFF-0018,20230702,sn9mt,2
SPFF-0018,20210616,sp5uud/p,58
SPFF-0018,20210607,sq9mdf/p,1
SPFF-0018,20210603,sq9mdf/p,106
SPFF-0018,20210602,sq9mdf/p,1
SPFF-0018,20170512,sp5uud/p,105
SPFF-0018,20160822,sp5kd/p,128
SPFF-0018,20130617,sp9yff/7,379
SPFF-0018,20120520,sn0wff,45
SPFF-0018,20120519,sn0wff,464
SPFF-0018,20120519,sp5x,98
SPFF-0018,20120518,sn0wff,435
SPFF-0018,20120517,sn0wff,132
SPFF-0018,20090823,sp9hty/7,111
SPFF-0019,20230429,sq9lom/p,104
SPFF-0019,20221227,sq2bxi,5
SPFF-0019,20220821,sq9lom/p,112
SPFF-0019,20220210,sp5xty/p,121
SPFF-0019,20210912,sq9mdf/p,80
SPFF-0019,20210911,sq9mdf/p,124
SPFF-0019,20210804,sp44wff,51
SPFF-0019,20210802,sp44wff,79
SPFF-0019,20210801,sp44wff,38
SPFF-0019,20200719,sq8jcb/p,133
SPFF-0019,20190824,sq8jcb/p,123
SPFF-0019,20180808,sq8jcb/p,134
SPFF-0019,20180125,sp9yff/p,99
SPFF-0019,20160514,sp9yff/p,132
SPFF-0019,20151008,sp1mvg/9,149
SPFF-0019,20151007,sp1mvg/9,109
SPFF-0019,20150808,sp9odf/p,55
SPFF-0019,20150807,sp9odf/p,84
SPFF-0019,20121229,sp5mnc,46
SPFF-0019,20121228,sp5mnc,7
SPFF-0019,20120830,sp5mnc,17
SPFF-0019,20120829,sp5mnc,26
SPFF-0019,20120828,sp5mnc,14
SPFF-0019,20120826,sp5mnc,22
SPFF-0019,20111230,sp5es,110
SPFF-0019,20111228,sp5es,57
SPFF-0019,20111226,sp5es,43
SPFF-0019,20110722,sp2krs/p,32
SPFF-0019,20110720,sp2krs/p,36
SPFF-0019,20110719,sp2krs/p,77
SPFF-0019,20110716,sp2krs/p,1
SPFF-0019,20110715,sp2krs/p,1
SPFF-0019,20110714,sp2krs/p,3
SPFF-0019,20110713,sp2krs/p,5
SPFF-0020,20230226,sp1wws/p,114
SPFF-0020,20221120,sp3w/p,114
SPFF-0020,20220824,sp3w/p,30
SPFF-0020,20210703,sq1gu/p,63
SPFF-0020,20210703,sq1mne/p,51
SPFF-0020,20210502,sp3w/p,63
SPFF-0020,20201101,sp3w/p,167
SPFF-0020,20200502,sp1mvg/p,144
SPFF-0020,20200103,sp2sv,110
SPFF-0020,20200103,sp2ymx,47
SPFF-0020,20191208,sp3w/p,192
SPFF-0020,20190826,sp6opz/3,125
SPFF-0020,20190608,sp5uud/p,262
SPFF-0020,20150716,sp2iu/p,154
SPFF-0020,20140603,sq3pmx/p,56
SPFF-0020,20120723,sp2ca/p,143
SPFF-0020,20110313,sp3ypr/p,51
SPFF-0020,20110213,sq1ksl,23
SPFF-0020,20110213,sq1ksm,119
SPFF-0020,20110213,sq1nxn,39
SPFF-0020,20090614,sp3gvx/p,2
SPFF-0020,20090614,sp3sby/p,1
SPFF-0020,20090613,sp3gvx/p,4
SPFF-0020,20090613,sp3pjw/p,2
SPFF-0020,20090613,sp3sby/p,1
SPFF-0020,20090613,sp3wvl/p,6
SPFF-0021,20230609,sq3dq/p,22
SPFF-0021,20230507,sp6opz/3,217
SPFF-0021,20190428,sq9lom/p,111
SPFF-0021,20190422,sq3mis,67
SPFF-0021,20190420,sq3mis,62
SPFF-0021,20180429,sp2sv,133
SPFF-0021,20180429,sp2ymx,73
SPFF-0021,20180302,sp5uud/p,109
SPFF-0021,20180302,sp5zim/p,115
SPFF-0021,20170209,sp0wff,14
SPFF-0021,20150214,sp9yff/3,150
SPFF-0021,20150213,sp9yff/3,80
SPFF-0021,20120911,sp0cff,107
SPFF-0021,20111206,sp5es,170
SPFF-0021,20110609,sp5es,192
SPFF-0021,20110211,sp5es,36
SPFF-0021,20091023,sp6trx/3,4
SPFF-0022,20220618,sp/ly2bis,50
SPFF-0022,20190921,sq4jum/p,112
SPFF-0022,20190614,sp2sv,98
SPFF-0022,20171113,sq4fdk/p,1
SPFF-0022,20171112,sq4fdk/p,129
SPFF-0022,20171112,sq4jum/p,114
SPFF-0022,20170402,sp9yff,79
SPFF-0022,20170401,sp9yff,398
SPFF-0022,20170331,sp9yff,40
SPFF-0022,20170119,sp5uud/p,119
SPFF-0022,20170119,sp5zim/p,83
SPFF-0022,20160602,hf0wff,121
SPFF-0022,20160602,sp5kd/p,107
SPFF-0022,20150724,sp/es2tt,35
SPFF-0022,20140819,sq6cu/4,39
SPFF-0022,20140818,sq6cu/4,126
SPFF-0022,20100828,sp/dl5ww/p,154
SPFF-0022,20100418,sn0wff,65
SPFF-0022,20100417,sn0wff,545
SPFF-0022,20100416,sn0wff,1140
SPFF-0022,20100415,sn0wff,416
SPFF-0023,20240210,sq1nxo/p,107
SPFF-0023,20230211,sq1nxo/p,138
SPFF-0023,20220917,sp3w/p,130
SPFF-0023,20210916,sp1mvg/p,103
SPFF-0023,20210822,sp1ett/p,90
SPFF-0023,20210807,sp7mjx/p,68
SPFF-0023,20210131,sp1ett/p,31
SPFF-0023,20200929,sp1mvg/p,173
SPFF-0023,20200925,sq9lom/p,108
SPFF-0023,20200728,sp7mjx/p,65
SPFF-0023,20200506,sp1mvg/p,109
SPFF-0023,20190321,sp1mvg/p,217
SPFF-0023,20190228,sp1mvg/p,176
SPFF-0023,20180903,sp1/dl2dxa/p,77
SPFF-0023,20170923,sp/dl6unf/p,13
SPFF-0023,20170719,sp2sv,60
SPFF-0023,20170719,sq2eey/p,51
SPFF-0023,20160918,sp/dl6unf/p,11
SPFF-0023,20160910,sp1fm,58
SPFF-0023,20160814,sp1fm,43
SPFF-0023,20160814,sq1gu/p,34
SPFF-0023,20160810,sq5ef/p,24
SPFF-0023,20160809,sq5ef/p,77
SPFF-0023,20160526,sq1gu/p,87
SPFF-0023,20150906,sp/dl1eko/p,49
SPFF-0023,20150728,sp/dj6oi,45
SPFF-0023,20140423,sp1mvg/1,259
SPFF-0023,20140218,sq6cu/1,122
SPFF-0023,20130818,sp1kiz/1,36
SPFF-0023,20130817,sp1kiz/1,210
SPFF-0023,20130414,sp1mvg/1,234
SPFF-0023,20120109,sp1qxk/p,121
SPFF-0023,20110928,sp1qxk/p,23
SPFF-0023,20110705,sq6nda,1
SPFF-0023,20110612,sn0wff,804
SPFF-0023,20110612,sp5vyi/1,1
SPFF-0023,20110612,sp5x/1,105
SPFF-0023,20110612,sq5awr,34
SPFF-0023,20110611,sn0wff,1107
