spff,dzien,znak,qsos
SPFF-0467,20140419,sp9yff/p,260
SPFF-0467,20130804,sp6kep/p,133
SPFF-0467,20130601,sp9kju/p,66
SPFF-0467,20130601,sp9mdy/p,3
SPFF-0467,20120610,hf2012efc,150
SPFF-0467,20110917,sp9kju/p,75
SPFF-0467,20100919,sp9kju/p,214
SPFF-0468,20240409,sp5du/p,129
SPFF-0468,20221017,sp5du/p,120
SPFF-0468,20220904,sq5wh/p,59
SPFF-0468,20220903,sq5wh/p,44
SPFF-0468,20220518,sp5xty/p,107
SPFF-0468,20210827,sp5uud/p,109
SPFF-0468,20210814,sp5uud/p,103
SPFF-0468,20210814,sp5zim/p,83
SPFF-0468,20210629,sp5xty/p,103
SPFF-0468,20190830,sq8jcb/p,117
SPFF-0468,20190611,sp2sv,103
SPFF-0468,20190222,sq8hnb/p,54
SPFF-0468,20190211,sq8hnb/p,63
SPFF-0468,20190202,sp5kd/p,101
SPFF-0468,20190103,sp5z/p,47
SPFF-0468,20190103,sp5zim/p,47
SPFF-0468,20181102,sp5ejg/p,105
SPFF-0468,20180831,sp5ejg/p,104
SPFF-0468,20180619,sp5kd/p,113
SPFF-0468,20180503,sp5ejg/p,91
SPFF-0468,20180502,sp5z/p,86
SPFF-0468,20180502,sp5zim/p,70
SPFF-0468,20170808,sn0pff,108
SPFF-0468,20170425,sp5kd/p,85
SPFF-0468,20170425,sp5zim/p,110
SPFF-0468,20160922,sp5uud/p,105
SPFF-0468,20160416,sq8jcb/p,118
SPFF-0468,20160125,sp5kd/p,114
SPFF-0468,20151106,hf0wff,350
SPFF-0468,20151106,sp5zim/p,185
SPFF-0468,20120916,sp5es,3
SPFF-0468,20120915,sp5es,170
SPFF-0468,20120610,sn0wff,1402
SPFF-0468,20120610,sp/ru5a,2
SPFF-0468,20120610,sp5vyi/p,152
SPFF-0468,20120610,sp5x,15
SPFF-0468,20120609,sn0wff,1181
SPFF-0468,20120609,sp/ru5a,171
SPFF-0468,20120609,sp5vyi/p,51
SPFF-0468,20120609,sp5x,9
SPFF-0468,20120608,sn0wff,19
SPFF-0468,20120608,sp/ru5a,227
SPFF-0468,20120608,sp5vyi/p,97
SPFF-0468,20120608,sp5x,99
SPFF-0468,20120607,sn0wff,65
SPFF-0468,20120607,sp/ru5a,171
SPFF-0468,20120607,sp5vyi/p,5
SPFF-0468,20120607,sp5x,53
SPFF-0468,20110707,sq5awr,191
SPFF-0468,20110522,sp5x/ff,146
SPFF-0468,20110522,sq5q/ff,169
SPFF-0469,20221013,sq9mdf/p,111
SPFF-0469,20200725,sp6opz/6,112
SPFF-0469,20190329,sq9lom/p,108
SPFF-0469,20180727,sp5uud/p,103
SPFF-0469,20170827,sp9yff,388
SPFF-0469,20170826,sp9yff,578
SPFF-0469,20101130,sn0rti,1
SPFF-0469,20101125,sn0rti,1
SPFF-0469,20101113,sn0rti,2
SPFF-0469,20101107,sn0rti,2
SPFF-0469,20101106,sn0rti,3
SPFF-0469,20101105,sn0rti,1
SPFF-0469,20101104,sn0rti,3
SPFF-0469,20101017,sp6fhu/p,327
SPFF-0469,20100918,sp6fhu/p,272
SPFF-0470,20240313,sq9lom/p,115
SPFF-0470,20231219,sq9lom/p,115
SPFF-0470,20230422,sq9lom/p,108
SPFF-0470,20220903,sq8jmz/p,12
SPFF-0470,20210820,sq8jmz/p,15
SPFF-0470,20200201,sq9lom/p,117
SPFF-0470,20170302,sp5uud/p,104
SPFF-0470,20170302,sp5zim/p,107
SPFF-0470,20151003,sq9lom/p,127
SPFF-0470,20150825,sp8bbk/p,112
SPFF-0470,20130922,hf17trd,496
SPFF-0470,20100922,sp9yff/p,490
SPFF-0471,20180303,sp9yff/p,138
SPFF-0471,20150725,sq9lom/p,120
SPFF-0471,20131215,sp/dd3ja/p,5
SPFF-0471,20131215,sp/dl1eko/p,60
SPFF-0471,20110812,sp9yff/p,218
SPFF-0471,20110811,sp9yff/p,670
SPFF-0472,20240410,sn9mt,55
SPFF-0472,20240320,sn9mt,44
SPFF-0472,20240303,sn9mt,127
SPFF-0472,20240113,sn9mt,207
SPFF-0472,20210530,sq9mdf/p,109
SPFF-0472,20190301,sp9yff,215
SPFF-0472,20170329,sp5uud/p,106
SPFF-0472,20160417,sq9lom/p,142
SPFF-0472,20150814,sp9yff/p,284
SPFF-0472,20130804,so1eko/p,69
SPFF-0472,20110410,sq9niu,81
SPFF-0472,20110407,sq9niu,140
SPFF-0472,20100926,sp9yff/p,910
SPFF-0473,20210327,sq9mdf/p,118
SPFF-0473,20190308,sp9yff,270
SPFF-0473,20170330,sp5uud/p,102
SPFF-0473,20140608,sq9lom/p,140
SPFF-0473,20120926,sp9yff/p,305
SPFF-0473,20111007,so1eko/p,12
SPFF-0473,20111007,sp/dd3ja/p,4
SPFF-0473,20101028,sp/dl1eko/p,22
SPFF-0474,20230311,sq9mdf/p,79
SPFF-0474,20200712,sq9mdf/p,110
SPFF-0474,20170401,sp5uud/p,103
SPFF-0474,20170401,sp5zim/p,102
SPFF-0474,20160221,sp9yff/p,35
SPFF-0474,20150307,sp9yff/p,189
SPFF-0474,20140228,sq9lom/p,163
SPFF-0474,20101024,sp/dl1eko/p,25
SPFF-0475,20230521,sp9ouv/p,69
SPFF-0475,20210509,sp9ouv/p,83
SPFF-0475,20190914,sp4maz/p,81
SPFF-0475,20161215,sp5es,59
SPFF-0475,20140328,sp9yff/p,271
SPFF-0475,20140228,sq9lom/p,150
SPFF-0475,20120809,sp5es,34
SPFF-0475,20110527,sp9bgs/9,18
SPFF-0475,20101023,sp/dl1eko/p,34
SPFF-0476,20230501,sn9mt,60
SPFF-0476,20221105,sp5xty/p,108
SPFF-0476,20211119,sp5uud/p,54
SPFF-0476,20211119,sp5zim/p,79
SPFF-0476,20210821,sq5ef/p,39
SPFF-0476,20210820,sq7m/p,110
SPFF-0476,20210724,sp5du/p,122
SPFF-0476,20191109,sq8jcb/p,113
SPFF-0476,20180406,sn9mt/p,52
SPFF-0476,20170625,sp5uud/p,114
SPFF-0476,20160404,sp5uud/p,84
SPFF-0476,20160404,sp5zim/p,102
SPFF-0476,20160403,sp5zim/p,118
SPFF-0476,20160312,sq8jcb/p,144
SPFF-0476,20151107,sp0cff,28
SPFF-0476,20151107,sp9yff/5,134
SPFF-0476,20150502,sp8p/p,66
SPFF-0476,20130421,sq8jcb,96
SPFF-0476,20130421,sq8jcb/p,21
SPFF-0476,20130312,sp0cff,93
SPFF-0476,20130312,sp5es,6
SPFF-0476,20110508,sp5pbe/5,624
SPFF-0476,20110507,sp5pbe/5,479
SPFF-0476,20101106,hf2010fc/p,5
SPFF-0476,20101106,sp5ixs/p,117
SPFF-0477,20231013,sp5du/p,149
SPFF-0477,20220602,sp5te/p,43
SPFF-0477,20211111,sp5te/p,60
SPFF-0477,20171015,sq8jcb/p,119
SPFF-0477,20170430,sp5uud/p,168
SPFF-0477,20150716,sp7mjx/p,117
SPFF-0477,20110908,sp5cgn/p,70
SPFF-0477,20110908,sp5fhf/p,146
SPFF-0477,20110716,sp5cgn/p,95
SPFF-0477,20110716,sp5fhf/p,219
SPFF-0477,20110522,sp5fhf/p,150
SPFF-0477,20110521,sp5fhf/p,175
SPFF-0478,20231102,sp5du/p,206
SPFF-0478,20180529,sp5uud/p,106
SPFF-0478,20180529,sp5zim/p,68
SPFF-0478,20160416,sq8jcb/p,174
SPFF-0478,20141116,sp8p/p,52
SPFF-0478,20141116,sp9yff/5,253
SPFF-0478,20140301,sp4kdx/p,135
SPFF-0478,20120804,sp5cgn/p,31
SPFF-0478,20110908,sp5cgn/p,90
SPFF-0478,20110817,sp5cgn/p,65
SPFF-0478,20110812,sp5cgn/p,125
SPFF-0478,20110730,sp5fhf/p,133
SPFF-0478,20110709,sp5cgn/p,78
SPFF-0478,20110521,sp5fhf/p,186
SPFF-0478,20101009,sp200cgn,37
SPFF-0478,20101009,sp200cgn/p,57
SPFF-0478,20101009,sp5fhf/p,77
SPFF-0479,20210513,sq9mdf/p,107
SPFF-0479,20200530,sq9ita/p,103
SPFF-0479,20190620,sp5uud/p,110
SPFF-0479,20190620,sp5x/p,60
SPFF-0479,20171129,sp9yff/p,21
SPFF-0479,20150821,sp9yff/p,180
SPFF-0479,20150424,sq9lom/p,187
SPFF-0479,20130723,sp0cff,97
SPFF-0480,20200627,sp6opz/3,129
SPFF-0480,20190815,sp6opz/3,127
SPFF-0480,20180305,sp5uud/p,102
SPFF-0480,20160615,sp9yff/3,208
SPFF-0481,20200627,sp6opz/3,155
SPFF-0481,20190815,sp6opz/3,66
SPFF-0481,20180305,sp5uud/p,104
SPFF-0481,20160615,sp9yff/3,213
SPFF-0482,20230528,sp6opz/3,143
SPFF-0482,20200809,sp6opz/3,108
SPFF-0482,20180304,sp5uud/p,191
SPFF-0482,20160617,sp9yff/3,125
SPFF-0482,20101003,sp3spk/3,15
SPFF-0482,20101003,sp3zir/3,32
SPFF-0483,20220423,sp1mvg/p,91
SPFF-0483,20210826,sp3w/p,117
SPFF-0483,20210304,sp5uud/p,83
SPFF-0483,20200704,sp3w/p,105
SPFF-0483,20190310,sp1mvg/p,261
SPFF-0483,20161212,sp5uud/p,101
SPFF-0483,20161212,sp5zim/p,104
SPFF-0483,20161129,sp4eoo/p,46
SPFF-0483,20121002,sp0cff,170
SPFF-0483,20110611,sp3ypr/p,81
SPFF-0484,20210717,so5cal/p,204
SPFF-0484,20180607,sp5uud/p,109
SPFF-0484,20180607,sp5x/p,68
SPFF-0484,20160428,sp5es,39
SPFF-0484,20150608,sp5es,35
SPFF-0484,20150606,sp5es,19
SPFF-0484,20120527,sq5pgj/p,66
SPFF-0484,20110310,sp0cff,1
SPFF-0484,20110206,sp5es,46
SPFF-0485,20230611,so5cal/p,144
SPFF-0485,20230104,sp5du/p,131
SPFF-0485,20220719,sp5du/p,105
SPFF-0485,20211120,sp5du/p,161
SPFF-0485,20210717,so5cal/p,125
SPFF-0485,20190223,sp5du/p,215
SPFF-0485,20190223,sp5ejg/p,113
SPFF-0485,20170212,sp5uud/p,121
SPFF-0485,20150602,sp9yff/5,223
SPFF-0485,20140105,sp5es,51
SPFF-0485,20111112,sq5pgj/p,92
SPFF-0485,20110227,sp5es,104
SPFF-0486,20210418,sq9mdf/p,111
SPFF-0486,20180617,sp9yff,63
SPFF-0486,20170329,sp5uud/p,111
SPFF-0486,20170329,sp5zim/p,103
SPFF-0486,20160908,sq9kpk,54
SPFF-0486,20151218,sp500yff,224
SPFF-0486,20141214,sp9yff/p,79
SPFF-0486,20101009,sp9yff/p,934
SPFF-0487,20230302,sp5du/p,127
SPFF-0487,20220215,sp5du/p,122
SPFF-0487,20190511,sp5du/p,126
SPFF-0487,20190511,sp5ejg/p,113
SPFF-0487,20170215,sp5uud/p,115
SPFF-0487,20170215,sp5zim/p,102
SPFF-0487,20150522,sp5zim/p,134
SPFF-0487,20131218,hf110raem,196
SPFF-0487,20111111,sq5pgj/p,182
SPFF-0487,20110124,sq5stn/m,7
SPFF-0487,20101023,hf2010fc/p,33
SPFF-0487,20101023,sp5ixs/p,96
SPFF-0488,20230302,sp5du/p,118
SPFF-0488,20220215,sp5du/p,147
SPFF-0488,20200215,sp5ejg/p,122
SPFF-0488,20190511,sp5du/p,128
SPFF-0488,20170215,sp5uud/p,119
SPFF-0488,20170215,sp5zim/p,113
SPFF-0488,20150522,sp5zim/p,153
SPFF-0488,20120902,sq5pgj/p,5
SPFF-0488,20120807,sp5es,115
SPFF-0488,20111105,sq5pgj/p,95
SPFF-0488,20111022,sq5pgj/p,33
SPFF-0488,20101023,hf2010fc/p,25
SPFF-0488,20101023,sp5ixs/p,110
SPFF-0489,20230228,sp5du/p,133
SPFF-0489,20220715,so5cal/p,129
SPFF-0489,20220327,sp5du/p,110
SPFF-0489,20210919,sp5te/p,139
SPFF-0489,20210504,sp5kd/p,105
SPFF-0489,20210504,sp5zim/p,46
SPFF-0489,20200714,sp5du/p,107
SPFF-0489,20181201,sp5du/p,234
SPFF-0489,20181201,sp5ejg/p,127
SPFF-0489,20180721,sp9yff/5,140
SPFF-0489,20180721,sq8jcb/p,117
SPFF-0489,20180330,so5cal/p,136
SPFF-0489,20170213,sp5uud/p,102
SPFF-0489,20170213,sp5zim/p,102
SPFF-0489,20141009,sp9yff/5,226
SPFF-0489,20120626,sp5es,102
SPFF-0489,20120221,sp5es,59
SPFF-0489,20101017,hf2010fc/p,28
SPFF-0490,20180616,sp9yff/p,119
SPFF-0490,20171104,sp5uud/p,114
SPFF-0490,20171104,sp5zim/p,141
SPFF-0490,20170630,hf800rc,151
SPFF-0490,20170310,sp9yff/6,139
SPFF-0490,20150905,sq9lom/p,109
SPFF-0490,20140218,sp6kep/p,263
SPFF-0490,20130518,sp6zjp,12
SPFF-0490,20130518,sp6zjp/p,28
SPFF-0490,20130518,sp9kju/p,87
SPFF-0490,20130518,sp9mdy/p,3
SPFF-0490,20130518,sp9prr/p,111
SPFF-0490,20130518,sq9nos/p,2
SPFF-0490,20130504,sp9kju/p,94
SPFF-0490,20130504,sp9mdy/p,56
SPFF-0490,20120503,sp6zjp/p,29
SPFF-0490,20120503,sp9kju/p,15
SPFF-0490,20120503,sp9mdy/p,53
SPFF-0490,20120503,sp9prr/p,127
SPFF-0490,20110429,sp9kju/p,372
SPFF-0490,20101022,hf2010fcy/p,178
SPFF-0491,20200516,sq5wh/p,131
SPFF-0491,20190321,sp5kd/p,111
SPFF-0491,20190321,sp5z/p,109
SPFF-0491,20190321,sp5zim/p,56
SPFF-0491,20180609,sp2sv,211
SPFF-0491,20180609,sp2ymx,66
SPFF-0491,20171123,sp5uud/p,116
SPFF-0491,20160308,sp5zim/p,207
SPFF-0491,20150731,sp7wlu/p,100
SPFF-0491,20150708,sp5es,46
SPFF-0491,20131105,sp9yff/5,170
SPFF-0491,20110703,sp0cff,394
SPFF-0491,20101015,hf2010cy,98
SPFF-0492,20180928,sp5uud/p,158
SPFF-0492,20180608,sp2scx/8,111
SPFF-0492,20160705,sp9yff/8,156
SPFF-0492,20121221,sp8bbk/p,218
SPFF-0493,20231125,sp8qc/p,223
SPFF-0493,20201027,sp5uud/p,149
SPFF-0493,20190326,sp8bbk,104
SPFF-0493,20180113,sp8bbk,142
SPFF-0493,20170329,sp8bbk,123
SPFF-0493,20170131,sp9yff/8,119
SPFF-0493,20160701,sp8bbk,176
SPFF-0493,20140404,sp8bbk/p,109
SPFF-0493,20120106,sp8bbk/p,268
SPFF-0493,20101113,sp8bbk/p,307
SPFF-0494,20201027,sp5uud/p,105
SPFF-0494,20201027,sp5zim/p,56
SPFF-0494,20170131,sp9yff/8,114
SPFF-0494,20160608,sp8bbk,161
SPFF-0494,20121214,sp8bbk/p,134
SPFF-0494,20111202,sp8bbk/p,221
SPFF-0495,20180620,sp8bbk,120
SPFF-0495,20180520,sp9yff/8,109
SPFF-0495,20130424,sp8bbk/p,133
SPFF-0495,20111003,sp9yff/8,385
SPFF-0496,20201026,sp5uud/p,118
SPFF-0496,20201026,sp5zim/p,59
SPFF-0496,20180331,sp9yff,108
SPFF-0496,20121019,sp8bbk/p,305
SPFF-0497,20230608,sp8qc/p,260
SPFF-0497,20220719,sq8jmz/p,7
SPFF-0497,20200429,sp5uud/p,118
SPFF-0497,20200429,sp5zim/p,49
SPFF-0497,20190322,sp8bbk,219
SPFF-0497,20180126,sp8bbk,105
SPFF-0497,20170322,sp8bbk,53
SPFF-0497,20161104,sp9yff/8,166
SPFF-0497,20160608,sp8bbk,55
SPFF-0497,20160506,sp8bbk,140
SPFF-0497,20150823,sp8bbk/p,177
SPFF-0497,20150313,sp8bbk/p,146
SPFF-0497,20120316,sp8bbk/p,179
SPFF-0497,20110513,sp8bbk/p,203
SPFF-0497,20101126,sp8bbk/p,129
SPFF-0498,20190406,sp8obu,108
SPFF-0498,20190405,sp8bbk,105
SPFF-0498,20180809,sp9yff/8,209
SPFF-0498,20180620,sp5gkn/p,65
SPFF-0498,20180620,sp5uud/p,108
SPFF-0498,20140528,sp8bbk/p,126
SPFF-0498,20110808,sp8bbk/p,302
SPFF-0499,20190608,sp8bbk,238
SPFF-0499,20180928,sp5uud/p,126
SPFF-0499,20180213,sp2scx/9,87
SPFF-0499,20180212,sp2scx/9,114
SPFF-0499,20140529,sp8bbk/p,181
SPFF-0499,20130307,sp9yff/8,210
SPFF-0499,20120426,sp8bbk/8,213
SPFF-0499,20111209,sp8bbk/p,234
SPFF-0500,20190901,sp2sv,106
SPFF-0500,20190901,sp2ymx,63
SPFF-0500,20180411,sp5uud/p,116
SPFF-0500,20180411,sp5zim/p,102
SPFF-0500,20150201,sp4eoo/p,216
SPFF-0500,20121006,sp4eoo/p,95
SPFF-0500,20120812,sp4eoo/p,127
SPFF-0501,20180928,sp5uud/p,107
SPFF-0501,20180928,sp5zim/p,70
SPFF-0501,20160705,sp8bbk,208
SPFF-0501,20130307,sp9yff/8,213
SPFF-0501,20120424,sp8bbk/8,124
SPFF-0501,20120323,sp8bbk/p,229
SPFF-0501,20110716,sp8bbk/p,220
SPFF-0502,20230930,sp8qc/p,136
SPFF-0502,20230824,sp8bju/p,80
SPFF-0502,20220908,sp5xty/p,116
SPFF-0502,20220514,sp8dy/p,59
SPFF-0502,20210814,sq9lom/p,106
SPFF-0502,20210620,sp8jus/p,56
SPFF-0502,20210418,sp8rsl,3
SPFF-0502,20210417,sp8rsl,1
SPFF-0502,20210414,sp8rsl,2
SPFF-0502,20210413,sp8rsl,1
SPFF-0502,20210412,sp8rsl,1
SPFF-0502,20210411,sp8rsl,5
SPFF-0502,20210410,sp8rsl,3
SPFF-0502,20210409,sp8rsl,2
SPFF-0502,20210406,sp8rsl,1
SPFF-0502,20210405,sp8rsl,1
SPFF-0502,20210331,sp8bju/8,10
SPFF-0502,20210327,sp8jus/p,42
SPFF-0502,20201027,sp8rsl,1
SPFF-0502,20201026,sp8rsl,1
SPFF-0502,20201025,sp8rsl,3
SPFF-0502,20201024,sp8rsl,5
SPFF-0502,20201022,sp8rsl,1
SPFF-0502,20201021,sp8rsl,1
SPFF-0502,20201018,sp8rsl,3
SPFF-0502,20201017,sp8rsl,4
SPFF-0502,20201015,sp8rsl,2
SPFF-0502,20201011,sp8rsl,4
SPFF-0502,20201010,sp8rsl,5
SPFF-0502,20201009,sp8rsl,1
SPFF-0502,20200830,sp8rsl,3
SPFF-0502,20200829,sp8rsl,1
SPFF-0502,20200827,sp8rsl,1
SPFF-0502,20200823,sp8rsl,4
SPFF-0502,20200822,sp8rsl,3
SPFF-0502,20200821,sp8rsl,1
SPFF-0502,20200820,sp8rsl,2
SPFF-0502,20200814,sp8rsl,1
SPFF-0502,20200812,sp8rsl,2
SPFF-0502,20200811,sp8rsl,1
SPFF-0502,20200810,sp8rsl,1
SPFF-0502,20200809,sp8rsl,1
SPFF-0502,20200808,sp8rsl,2
SPFF-0502,20200807,sp8rsl,3
SPFF-0502,20200806,sp8rsl,2
SPFF-0502,20200805,sp8rsl,2
SPFF-0502,20200628,sp8rsl,3
SPFF-0502,20200626,sp8rsl,1
SPFF-0502,20200625,sp8rsl,2
SPFF-0502,20200621,sp8rsl,3
SPFF-0502,20200620,sp8rsl,1
SPFF-0502,20200617,sp8rsl,2
SPFF-0502,20200614,sp8rsl,1
SPFF-0502,20200607,sp8rsl,2
SPFF-0502,20200426,sp8rsl,4
SPFF-0502,20200425,sp8rsl,2
SPFF-0502,20200423,sp8rsl,3
SPFF-0502,20200406,sp8rsl,1
SPFF-0502,20200404,sp8rsl,1
SPFF-0502,20200229,sp8rsl,1
SPFF-0502,20200224,sp8rsl,1
SPFF-0502,20200222,sp8rsl,4
SPFF-0502,20200216,sp8rsl,5
SPFF-0502,20200215,sp8rsl,7
SPFF-0502,20200214,sp8rsl,4
SPFF-0502,20200213,sp8rsl,2
SPFF-0502,20200209,sp8rsl,2
SPFF-0502,20200208,sp8rsl,5
SPFF-0502,20200202,sp8rsl,4
SPFF-0502,20200201,sp8rsl,3
SPFF-0502,20191231,sp8rsl,3
SPFF-0502,20191230,sp8rsl,1
SPFF-0502,20191229,sp8rsl,4
SPFF-0502,20191228,sp8rsl,4
SPFF-0502,20191227,sp8rsl,1
SPFF-0502,20191225,sp8rsl,1
SPFF-0502,20191223,sp8rsl,1
SPFF-0502,20191222,sp8rsl,4
SPFF-0502,20191221,sp8rsl,1
SPFF-0502,20191217,sp8rsl,1
SPFF-0502,20191216,sp8rsl,1
SPFF-0502,20191215,sp8rsl,4
SPFF-0502,20191214,sp8rsl,2
SPFF-0502,20191212,sp8rsl,1
SPFF-0502,20191211,sp8rsl,1
SPFF-0502,20191210,sp8rsl,3
SPFF-0502,20191209,sp8rsl,2
SPFF-0502,20191208,sp8rsl,2
SPFF-0502,20191207,sp8rsl,3
SPFF-0502,20191206,sp8rsl,2
SPFF-0502,20191201,sp8rsl,2
SPFF-0502,20191027,sp8rsl,2
SPFF-0502,20191026,sp8rsl,1
SPFF-0502,20191025,sp8rsl,1
SPFF-0502,20191023,sp1mvg/p,137
SPFF-0502,20191020,sp8rsl,5
SPFF-0502,20191019,sp8rsl,1
SPFF-0502,20191017,sp8rsl,2
SPFF-0502,20191015,sp8rsl,1
SPFF-0502,20191013,sp8rsl,6
SPFF-0502,20191012,sp8rsl,3
SPFF-0502,20191005,sp8rsl,3
SPFF-0502,20191004,sp8rsl,2
SPFF-0502,20190831,sp8rsl,3
SPFF-0502,20190830,sp8rsl,3
SPFF-0502,20190829,sp8rsl,2
SPFF-0502,20190828,sp8rsl,2
SPFF-0502,20190826,sp8rsl,1
SPFF-0502,20190825,sp8rsl,6
SPFF-0502,20190824,sp8rsl,7
SPFF-0502,20190822,sp8jus/8,16
SPFF-0502,20190822,sp8rsl,1
SPFF-0502,20190818,sp8rsl,5
SPFF-0502,20190817,sp8rsl,5
SPFF-0502,20190816,sp8rsl,4
SPFF-0502,20190815,sp8rsl,5
SPFF-0502,20190812,sp8rsl,1
SPFF-0502,20190811,sp8rsl,7
SPFF-0502,20190810,sp8rsl,4
SPFF-0502,20190809,sp8rsl,2
SPFF-0502,20190808,sp8rsl,2
SPFF-0502,20190807,sp8rsl,2
SPFF-0502,20190806,sp8rsl,2
SPFF-0502,20190804,sp8rsl,3
SPFF-0502,20190803,sp8rsl,5
SPFF-0502,20190630,sp8rsl,1
SPFF-0502,20190629,sp8rsl,1
SPFF-0502,20190620,sp8rsl,1
SPFF-0502,20190616,sp8rsl,2
SPFF-0502,20190615,sp8rsl,2
SPFF-0502,20190608,sp8rsl,6
SPFF-0502,20190606,sp8rsl,2
SPFF-0502,20190602,sp8rsl,3
SPFF-0502,20190601,sp8rsl,1
SPFF-0502,20190428,sp8rsl,2
SPFF-0502,20190427,sp8rsl,1
SPFF-0502,20190420,sp8rsl,1
SPFF-0502,20190416,sp8rsl,1
SPFF-0502,20190414,sp8rsl,5
SPFF-0502,20190413,sp8rsl,2
SPFF-0502,20190406,sp8rsl,3
SPFF-0502,20190405,sp8rsl,1
SPFF-0502,20190404,sp8rsl,1
SPFF-0502,20190402,sp8rsl,1
SPFF-0502,20190307,sq8hnb/p,113
SPFF-0502,20190219,sp8rsl,1
SPFF-0502,20190217,sp8rsl,8
SPFF-0502,20190216,sp8rsl,6
SPFF-0502,20190215,sp8rsl,2
SPFF-0502,20190210,sp8rsl,3
SPFF-0502,20190209,sp8rsl,4
SPFF-0502,20190208,sp8rsl,5
SPFF-0502,20190207,sp8rsl,2
SPFF-0502,20190203,sp8rsl,2
SPFF-0502,20190202,sp8rsl,7
SPFF-0502,20190201,sp8rsl,1
SPFF-0502,20180923,sp8rsl,3
SPFF-0502,20180915,sp8rsl,2
SPFF-0502,20180725,sp8rsl,1
SPFF-0502,20180724,sp8rsl,2
SPFF-0502,20180723,sp8rsl,2
SPFF-0502,20180722,sp8rsl,2
SPFF-0502,20180721,sp8rsl,1
SPFF-0502,20180716,sp8rsl,1
SPFF-0502,20180715,sp8rsl,1
SPFF-0502,20180603,sp8rsl,5
SPFF-0502,20180331,sp8rsl,2
SPFF-0502,20180326,sp8rsl,1
SPFF-0502,20180325,sp8rsl,3
SPFF-0502,20180324,sp8rsl,1
SPFF-0502,20180321,sp8rsl,1
SPFF-0502,20180313,sp8rsl,1
SPFF-0502,20180311,sp8rsl,3
SPFF-0502,20180310,sp8rsl,3
SPFF-0502,20180309,sp8rsl,1
SPFF-0502,20180304,sp8rsl,2
SPFF-0502,20180303,sp8rsl,6
SPFF-0502,20180302,sp8rsl,1
SPFF-0502,20180301,sp8rsl,1
SPFF-0502,20180114,sp8rsl,5
SPFF-0502,20180113,sp8rsl,1
SPFF-0502,20180112,sp8rsl,1
SPFF-0502,20180110,sp8rsl,1
SPFF-0502,20180107,sp8rsl,6
SPFF-0502,20180106,sp8rsl,3
SPFF-0502,20171231,sp8rsl,1
SPFF-0502,20171230,sp8rsl,4
SPFF-0502,20171228,sp8rsl,3
SPFF-0502,20171223,sp8rsl,1
SPFF-0502,20171217,sp8rsl,1
SPFF-0502,20171210,sp8rsl,3
SPFF-0502,20171128,sp8rsl,1
SPFF-0502,20171126,sp8rsl,3
SPFF-0502,20171124,sp8rsl,1
SPFF-0502,20171121,sp8rsl,1
SPFF-0502,20171119,sp8rsl,2
SPFF-0502,20170626,sp5uud/p,120
SPFF-0502,20170329,sp8bju/8,80
SPFF-0502,20170304,sp8bju/8,48
SPFF-0502,20170304,sp8jus/8,25
SPFF-0502,20161127,sq8jcb/p,106
SPFF-0502,20150711,sp9yff/8,201
SPFF-0502,20150325,sp8bju/8,52
SPFF-0502,20150319,sp8bju/8,18
SPFF-0502,20140920,sp8bbk/p,166
SPFF-0502,20131130,sq8jcb/p,158
SPFF-0502,20130825,sp8rsl,2
SPFF-0502,20130824,sp8rsl,6
SPFF-0502,20130818,sp8rsl,7
SPFF-0502,20130724,sp8rsl,5
SPFF-0502,20130602,sp8rsl,3
SPFF-0502,20130227,sp8rsl,1
SPFF-0502,20130226,sp8rsl,1
SPFF-0502,20130223,sp8rsl,1
SPFF-0502,20130220,sp8rsl,2
SPFF-0502,20130217,sp8rsl,3
SPFF-0502,20130212,sp8rsl,2
SPFF-0502,20130210,sp8rsl,14
SPFF-0502,20130209,sp8rsl,4
SPFF-0502,20130208,sp8rsl,3
SPFF-0502,20130207,sp8rsl,8
SPFF-0502,20130206,sp8rsl,4
SPFF-0502,20130204,sp8rsl,4
SPFF-0502,20130202,sp8rsl,4
SPFF-0502,20130201,sp8rsl,4
SPFF-0502,20120904,sp0cff,126
SPFF-0502,20120904,sp5es,126
SPFF-0502,20110108,sp8rsl,1
SPFF-0502,20101121,sp8rsl,2
SPFF-0502,20101114,sp8rsl/p,24
SPFF-0502,20101110,sp8rsl/p,1
SPFF-0502,20101105,sp8rsl/p,2
SPFF-0502,20101030,sp8rsl/p,1
SPFF-0502,20101029,sp8rsl,1
SPFF-0503,20180306,sp5uud/p,111
SPFF-0503,20170122,sp3pwl,117
SPFF-0503,20170118,sp3pwl/p,57
SPFF-0503,20120725,sp0cff,199
SPFF-0504,20180306,sp5uud/p,172
SPFF-0504,20170129,sp3pwl/p,123
SPFF-0504,20130826,sp3pwl/p,91
SPFF-0504,20130820,sp3pwl/p,20
SPFF-0504,20120607,sp5es,245
SPFF-0505,20190521,sp5uud/p,116
SPFF-0505,20181011,sq9lom/p,106
SPFF-0505,20170912,sp5es,21
SPFF-0505,20111101,sq9lom/p,194
SPFF-0505,20110605,sp9xcw/p,127
SPFF-0505,20110604,sp9xcw/p,131
SPFF-0505,20110603,sp9xcw/p,36
SPFF-0505,20110413,sp0cff,101
SPFF-0505,20110123,sp9yff/p,617
SPFF-0505,20101030,sp/dl1eko/p,26
SPFF-0506,20230126,sp5du/p,140
SPFF-0506,20220509,so5cal/p,104
