SPFF-1493,20230503,sp5uud/p,128
SPFF-1493,20210320,sp5uud/p,45
SPFF-1493,20201104,sp5xty/p,103
SPFF-1493,20191228,sp2sv,109
SPFF-1493,20191228,sp2ymx,72
SPFF-1493,20190906,sp5kd/p,55
SPFF-1493,20190906,sp5z/p,62
SPFF-1493,20190906,sp5zim/p,46
SPFF-1493,20190830,sq8jcb/p,126
SPFF-1493,20190429,sp5uud/p,160
SPFF-1493,20190307,sp5kd/p,46
SPFF-1493,20190307,sp5z/p,52
SPFF-1493,20190307,sp5zim/p,52
SPFF-1493,20180619,sp5kd/p,48
SPFF-1493,20180619,sp5zim/p,66
SPFF-1493,20180615,sp5z/p,115
SPFF-1493,20180615,sp5zim/p,54
SPFF-1493,20170816,sp5uud/p,105
SPFF-1493,20170816,sp5x/p,120
SPFF-1493,20170725,sp5gkn/p,113
SPFF-1493,20170725,sp5zim/p,90
SPFF-1493,20170724,sp5kd/p,104
SPFF-1493,20170724,sp5zim/p,130
SPFF-1493,20170711,sp5z/p,223
