SPFF-0134,20230911,sq6ilj/p,104
SPFF-0134,20221001,sq8jmz/p,7
SPFF-0134,20211127,sq9mdf/p,111
SPFF-0134,20191214,sq9lom/p,105
SPFF-0134,20181229,sp9yff,51
SPFF-0134,20160731,sp9rqh,2
SPFF-0134,20160730,sp9rqh,15
SPFF-0134,20160729,sp9rqh,10
SPFF-0134,20160722,3z30rqh,32
SPFF-0134,20160717,sp9rqh,78
SPFF-0134,20160716,sp9rqh,1
SPFF-0134,20160714,sp9rqh,49
SPFF-0134,20160710,sp9rqh,9
SPFF-0134,20160709,sp9rqh,21
SPFF-0134,20160702,3z30rqh,25
SPFF-0134,20160702,sp9rqh,34
SPFF-0134,20160630,3z30rqh,62
SPFF-0134,20160626,3z0rqh,54
SPFF-0134,20160625,3z0rqh,135
SPFF-0134,20160624,3z0rqh,56
SPFF-0134,20160622,3z0rqh,69
SPFF-0134,20160619,3z0rqh,8
SPFF-0134,20160618,3z0rqh,30
SPFF-0134,20160617,3z0rqh,40
SPFF-0134,20160503,sp9pge,66
SPFF-0134,20160502,sp9pge,58
SPFF-0134,20160423,sp9rqh,212
SPFF-0134,20160418,sp9yff/p,223
SPFF-0134,20160325,sp5zim/p,85
SPFF-0134,20160324,sp5zim/p,131
SPFF-0134,20151231,sp6tgi/9,45
SPFF-0134,20151230,sp6tgi/9,61
SPFF-0134,20151228,sp9rqh,889
SPFF-0134,20150614,sp9yff/p,219
SPFF-0134,20141231,sp9rqh,943
SPFF-0134,20131229,sp9rqh,778
SPFF-0134,20130505,sp9yff/p,26
SPFF-0134,20130504,sp9yff/p,28
SPFF-0134,20121230,sp9rqh,754
SPFF-0134,20120520,sp9yff/p,87
SPFF-0134,20120519,sp9yff/p,119
SPFF-0134,20120513,sp9yff/p,176
SPFF-0134,20120512,sp9yff/p,50
SPFF-0134,20111231,sp9rqh,2717
SPFF-0134,20110403,sq9lom/p,26
SPFF-0134,20110402,sq9lom/p,83
SPFF-0134,20101231,sp9rqh,3207
SPFF-0134,20101024,so2010fc,2
SPFF-0134,20100723,sn07rqh,175
SPFF-0134,20091231,sp9rqh,1659
SPFF-0134,20090621,sn06rqh,162
SPFF-0134,20081218,sp9rqh,1881
