SPFF-0021,20230609,sq3dq/p,22
SPFF-0021,20230507,sp6opz/3,217
SPFF-0021,20190428,sq9lom/p,111
SPFF-0021,20190422,sq3mis,67
SPFF-0021,20190420,sq3mis,62
SPFF-0021,20180429,sp2sv,133
SPFF-0021,20180429,sp2ymx,73
SPFF-0021,20180302,sp5uud/p,109
SPFF-0021,20180302,sp5zim/p,115
SPFF-0021,20170209,sp0wff,14
SPFF-0021,20150214,sp9yff/3,150
SPFF-0021,20150213,sp9yff/3,80
SPFF-0021,20120911,sp0cff,107
SPFF-0021,20111206,sp5es,170
SPFF-0021,20110609,sp5es,192
SPFF-0021,20110211,sp5es,36
SPFF-0021,20091023,sp6trx/3,4
