SPFF-0068,20220513,sp5z/p,111
SPFF-0068,20210426,sp5uud/p,100
SPFF-0068,20190427,sp2sv,103
SPFF-0068,20190427,sp2ymx,83
SPFF-0068,20181225,sq2eey/p,51
SPFF-0068,20181117,sq8hnb/p,133
SPFF-0068,20180322,sp2sv,106
SPFF-0068,20180322,sp2ymx,54
SPFF-0068,20171102,sp5kd,38
SPFF-0068,20171031,sp5kd/p,27
SPFF-0068,20171031,sp5zim/p,47
SPFF-0068,20170722,sp5uud/p,124
SPFF-0068,20170501,sp2sv,105
SPFF-0068,20160418,sp2sv,115
SPFF-0068,20160324,sp5kd/p,60
SPFF-0068,20160307,sp9yff/2,120
SPFF-0068,20151223,sp2sv,95
SPFF-0068,20151111,sp2sv,47
SPFF-0068,20151031,sp5zim/p,156
SPFF-0068,20151010,hf0wff,119
SPFF-0068,20130906,sq2tom/p,43
SPFF-0068,20130903,sq2tom/p,56
SPFF-0068,20130602,sn0wff,142
SPFF-0068,20130531,sn0wff,27
SPFF-0068,20130529,sn0wff,34
SPFF-0068,20130528,sn0wff,48
SPFF-0068,20130527,sn0wff,46
SPFF-0068,20130526,sn0wff,1
SPFF-0068,20130525,sn0wff,248
SPFF-0068,20130524,sn0wff,47
SPFF-0068,20130523,sn0wff,91
SPFF-0068,20130522,sn0wff,210
SPFF-0068,20130521,sn0wff,65
SPFF-0068,20130113,sp5kd/2,76
SPFF-0068,20130106,sp5kd/2,113
SPFF-0068,20120823,sp5kd/2,1
SPFF-0068,20120822,sp5kd/2,5
SPFF-0068,20111211,sp5kd/2,68
SPFF-0068,20110918,sp5kd/2,54
SPFF-0068,20110320,sp2krs/p,47
SPFF-0068,20110312,sp2krs/p,103
SPFF-0068,20110212,sp2krs/p,147
SPFF-0068,20110210,sp2krs/p,145
SPFF-0068,20110116,sp2jnk,132
SPFF-0068,20100725,sp2ca,2
SPFF-0068,20100725,sp2ca/p,156
SPFF-0068,20100604,sp2ca/2,75
