SPFF-0029,20210802,sp5xty/p,105
SPFF-0029,20210424,sp2kjf,146
SPFF-0029,20200817,sp0cff,55
SPFF-0029,20190226,sp2sv,98
SPFF-0029,20181016,sp9yff,78
SPFF-0029,20181004,sp1mvg/p,112
SPFF-0029,20181004,sp9yff,77
SPFF-0029,20180922,sp2sv,67
SPFF-0029,20180922,sp2ymx,51
SPFF-0029,20170823,sp5kd/p,46
SPFF-0029,20170823,sp5z/p,65
SPFF-0029,20170823,sp5zim/p,59
SPFF-0029,20170627,sp2sv,68
SPFF-0029,20170627,sp2ymx,44
SPFF-0029,20161113,sp5uud/p,105
SPFF-0029,20161113,sp5zim/p,92
SPFF-0029,20161102,sp5kd/p,47
SPFF-0029,20160502,sp2sv,79
SPFF-0029,20150819,sp5zim/p,125
SPFF-0029,20140924,sn0wff,248
SPFF-0029,20140806,sp5es,1
SPFF-0029,20120609,sp2kjf/ff,269
SPFF-0029,20120602,sp5bhy/p,8
SPFF-0029,20110917,sp5es,70
SPFF-0029,20110915,sp5es,110
SPFF-0029,20110605,sp2ca,1
SPFF-0029,20110605,sp2ca/p,343
