SPFF-0086,20230723,sp5xty/p,135
SPFF-0086,20220219,sq8jmz/p,19
SPFF-0086,20190228,sp8bbk,110
SPFF-0086,20180905,sp8bbk,113
SPFF-0086,20160917,sp8obt/m,3
SPFF-0086,20160627,sp9yff/8,213
SPFF-0086,20141110,sp8bbk/p,71
SPFF-0086,20141108,sp8bbk/p,115
SPFF-0086,20141107,sp8bbk/p,10
SPFF-0086,20110810,sp5g/ff,74
SPFF-0086,20110712,sp2ca,1
SPFF-0086,20110712,sp2ca/p,178
SPFF-0086,20110712,sp2iu/p,13
SPFF-0086,20110711,sp2iu/p,93
SPFF-0086,20101029,3z200fc,1
SPFF-0086,20101024,3z200fc,1
SPFF-0086,20101014,3z200fc,1
SPFF-0086,20100930,3z200fc,1
SPFF-0086,20100928,3z200fc,1
SPFF-0086,20100926,3z200fc,1
SPFF-0086,20100914,3z200fc,2
SPFF-0086,20100908,3z200fc,2
SPFF-0086,20100905,3z200fc,1
SPFF-0086,20100901,3z200fc,2
